id,waffle_house_lat,waffle_house_lon,rating,place_id,total_ratings,vicinity,api_name,name,address,state,zip_code,country
0,34.2059374,-86.8755634,4.3,ChIJj3gXE5zMiYgRV6syRvjQeHw,1100,"1900 Commerce St,Cullman",Waffle House,Waffle House #1004,1900 COMMERCE ST CULLMAN,AL,35055,US
1,34.7126254,-87.6673184,4,ChIJCe8s6f1QfYgRjlXE1SbV8XY,1070,"183 US-43,Tuscumbia",Waffle House,Waffle House #1013,183 HIGHWAY 43 SOUTH TUSCUMBIA,AL,35674,US
2,33.5976208,-86.6448142,3.9,ChIJpXOuCsENiYgRDx8sQj0tlKs,994,"1440 Gadsden Hwy,Birmingham",Waffle House,Waffle House #1033,1440 GADSDEN HWY BIRMINGHAM,AL,35235,US
3,32.5634436,-85.5031425,3.9,ChIJDVkLbOnzjIgRrj7pvV2GGzY,913,"2167 S College St,Auburn",Waffle House,Waffle House #1035,2167 S. COLLEGE ST. AUBURN,AL,36830,US
4,31.191684,-85.4018367,4,ChIJq0h1U9eSkogRPxz5UJeoRe4,1054,"2442 S Oates St,Dothan",Waffle House,Waffle House #1043,2442 SOUTH OATES ST DOTHAN,AL,36301,US
5,33.5642444,-86.5223615,4.3,ChIJ_3BjU4xtiYgR0tdGeniZVvU,768,"1850 Ashville Rd,Leeds",Waffle House,Waffle House #1093,1850 ASHVILLE RD LEEDS,AL,35094,US
6,30.5601013,-88.2066306,4.1,ChIJ01jxDAC1m4gRVree3Enub5U,494,"7031 Theodore Dawes Rd,Theodore",Waffle House,Waffle House #1113,7031 THEODORE DAWES THEODORE,AL,36582,US
7,33.4153646,-86.6654567,4.1,ChIJuwWyf20WiYgRTomdP2rmI_s,720,"5419 US-280,Birmingham",Waffle House,Waffle House #1151,5419 HWY 280 SOUTH BIRMINGHAM,AL,35244,US
8,30.5864422,-88.1703281,4.1,ChIJGRwQBrW0m4gRIhKo0RYEM64,833,"5448 US-90,Mobile",Waffle House,Waffle House #1165,5448 US HWY 90 W MOBILE,AL,36619,US
9,32.6256232,-85.4436513,4,ChIJb8J-QK_yjIgRmo5sU5XnjKk,222,"1738 Opelika Rd,Auburn",Waffle House,Waffle House #1166,1738 OPELIKA RD AUBURN,AL,36830,US
10,34.2767714,-86.2031158,4.2,ChIJjVpT0jMDiogRi6RMHlHzFiI,532,"80 AL-75,Albertville",Waffle House,Waffle House #1179,80 ALABAMA HWY 75 N ALBERTVILLE,AL,35951,US
11,33.164746,-87.5515022,4.1,ChIJef9u-BIChogRSHN2qjIIdAY,761,"5037 Oscar Baxter Dr,Tuscaloosa",Waffle House,Waffle House #1184,5037 OSCAR BAXTER DR TUSCALOOSA,AL,35405,US
12,32.4205127,-86.2307963,3.8,ChIJd9idwrspjIgREYpH9j1Gumw,643,"2635 Cong W L Dickinson Dr L,Montgomery",Waffle House,Waffle House #1197,2635 CONG. W. L. MONTGOMERY,AL,36109,US
13,30.4993347,-88.3353063,4.1,ChIJR_2Z2ujHm4gRNXe5iK-h25Q,639,"9190 Grand Bay Wilmer Rd,Grand Bay",Waffle House,Waffle House #1221,9190 GRAND BAY GRAND BAY,AL,36541,US
14,32.8197476,-85.2107017,4,ChIJORTBcUijjIgRKQvA0L6QDwo,633,"580 Fob James Dr,Valley",Waffle House,Waffle House #1248,580 FOB JAMES PKWY VALLEY,AL,36854,US
15,33.9973818,-86.0039824,4.2,ChIJS4Ix-1I5iogRof7adRlrT0I,665,"1000 Rainbow Dr,Gadsden",Waffle House,Waffle House #1265,1000 RAINBOW DR GADSDEN,AL,35901,US
16,34.8287693,-87.6368369,3.7,ChIJOyREeOhJfYgR1fw62P6wWr8,1017,"2501 Florence Blvd,Florence",Waffle House,Waffle House #1283,2501 FLORENCE BLVD FLORENCE,AL,35630,US
