,id,state_name,state_ab,county,city,zip_code,census_lat,census_lon,mean,median,stdev,sum_w
0,1011000,Alabama,AL,Mobile County,Chickasaw,36611,30.77145,-88.079697,38773,30506,33101,1638.260513
1,1011010,Alabama,AL,Barbour County,Louisville,36048,31.708516,-85.611039,37725,19528,43789,258.0176847
2,1011020,Alabama,AL,Shelby County,Columbiana,35051,33.191452,-86.615618,54606,31930,57348,926.0309998
3,1011030,Alabama,AL,Mobile County,Satsuma,36572,30.874343,-88.009442,63919,52814,47707,378.1146191
4,1011040,Alabama,AL,Mobile County,Dauphin Island,36528,30.250913,-88.171268,77948,67225,54270,282.3203278
5,1011050,Alabama,AL,Cullman County,Cullman,35057,34.045414,-86.88267,50715,42643,35886,173.3259586
6,1011060,Alabama,AL,Escambia County,East Brewton,36426,31.09144,-87.055345,33737,23610,28256,758.7713224
7,1011070,Alabama,AL,Elmore County,Coosada,36020,32.544337,-86.336446,46319,40242,38941,397.0525642
8,1011080,Alabama,AL,Morgan County,Eva,35621,34.326504,-86.765318,57994,39591,47235,137.4960385
9,1011090,Alabama,AL,Talladega County,Sylacauga,35151,33.168097,-86.442774,54807,41712,51359,380.7282381
10,1011100,Alabama,AL,DeKalb County,Rainsville,35986,34.457329,-85.689447,47929,38947,44430,3621.630319
11,1011110,Alabama,AL,Etowah County,Gadsden,35901,34.009563,-86.015643,42251,28811,41397,10716.13924
12,1011120,Alabama,AL,Butler County,Georgiana,36033,31.639134,-86.746762,27993,19757,27656,553.4382141
13,1011130,Alabama,AL,Coosa County,Rockford,35136,33.060835,-86.052333,31229,22745,27452,528.0848847
14,1011140,Alabama,AL,Hale County,Greensboro,36744,32.700968,-87.5937,36439,21136,45043,775.2524846
15,1011150,Alabama,AL,Marion County,Guin,35563,33.944319,-87.870368,56934,39047,53934,37.26433151
16,1011160,Alabama,AL,Geneva County,Hartford,36344,31.105348,-85.691225,41057,21608,45280,770.5658392
17,1011170,Alabama,AL,Jefferson County,Helena,35080,33.285635,-86.874488,93682,300000,55763,359.4448283
18,1011180,Alabama,AL,Etowah County,Hokes Bluff,35903,33.989682,-85.862873,57202,46738,44401,1140.74819
19,1011190,Alabama,AL,Covington County,Opp,36467,31.238158,-86.325104,49699,34049,48287,77.3974208
20,1011200,Alabama,AL,Etowah County,Attalla,35954,34.0372,-86.147175,51926,300000,28590,179.8272518
21,1011210,Alabama,AL,Lamar County,Millport,35576,33.580891,-87.986179,44572,34725,36562,152.1953912
22,1011220,Alabama,AL,Jackson County,Section,35771,34.545063,-86.09335,56029,31635,62581,65.43145682
23,1011230,Alabama,AL,Covington County,Andalusia,36420,31.24398,-86.46015,51098,43794,32431,46.1990035
24,1011240,Alabama,AL,Covington County,Lockhart,36455,31.013011,-86.350273,45465,36849,45634,129.8286383
25,1011250,Alabama,AL,Washington County,Mcintosh,36553,31.264957,-88.028369,67392,48713,54529,74.13138169
26,1011260,Alabama,AL,Chilton County,Maplesville,36750,32.788282,-86.876651,43767,30427,38304,210.1906399
27,1011270,Alabama,AL,Jefferson County,Fairfield,35064,33.455197,-86.922633,48074,39817,37964,1376.65118
28,1011280,Alabama,AL,Mobile County,Mobile,36606,30.668426,-88.100226,53330,38231,50855,51243.64837
29,1011290,Alabama,AL,Lawrence County,Moulton,35650,34.488302,-87.282707,42079,28180,39942,1081.054675
30,1011300,Alabama,AL,Colbert County,Muscle Shoals,35661,34.743692,-87.633774,60729,49109,48170,3371.984785
31,1011310,Alabama,AL,Hale County,Newbern,36765,32.591672,-87.535614,32466,17389,31851,56.33131773
32,1011320,Alabama,AL,Tuscaloosa County,Northport,35476,33.257975,-87.59647,62410,54115,47114,5311.537683
33,1011330,Alabama,AL,Lee County,Opelika,36801,32.660739,-85.37889,55199,40430,48856,7259.667898
34,1011340,Alabama,AL,Sumter County,Panola,35477,32.946819,-88.262264,22603,6190,29054,9.998088877
35,1011350,Alabama,AL,Lee County,Ozark,36867,32.461669,-85.025021,86605,79218,52491,695.8472292
36,1011360,Alabama,AL,Autauga County,Deatsville,36022,32.579539,-86.454318,63066,57698,41175,949.1158077
37,1011370,Alabama,AL,Elmore County,Prattville,36067,32.461908,-86.457385,53597,39054,39602,495.2513173
38,1011380,Alabama,AL,Franklin County,Red Bay,35582,34.436097,-88.136515,39220,29055,33077,1046.499294
39,1011390,Alabama,AL,Covington County,Andalusia,36421,31.352397,-86.544609,39218,25895,48015,224.0261514
40,1011400,Alabama,AL,Blount County,Cleveland,35049,33.992756,-86.500325,55127,44609,39231,87.19666096
41,1011410,Alabama,AL,Mobile County,Satsuma,36572,30.854581,-88.109929,59567,52275,43545,3110.486087
42,1011420,Alabama,AL,Shelby County,Shelby,35143,33.106882,-86.585403,63758,45844,53244,262.0860412
43,1011430,Alabama,AL,Lee County,Smiths Station,36877,32.534662,-85.111341,57098,45637,48651,1326.288805
44,1011440,Alabama,AL,Franklin County,Phil Campbell,35581,34.39287,-87.729597,72297,300000,21067,20.99903996
45,1011450,Alabama,AL,Walker County,Sumiton,35148,33.749269,-87.046903,51907,39657,46146,690.5073125
46,1011460,Alabama,AL,Tallapoosa County,Tallassee,36078,32.532665,-85.891993,55849,50493,42845,502.5720951
47,1011470,Alabama,AL,Mobile County,Mobile,36619,30.581533,-88.21278,55230,47636,45298,4174.795849
48,1011480,Alabama,AL,Tuscaloosa County,Tuscaloosa,35406,33.234404,-87.5283,55815,38843,54867,21342.43715
49,1011490,Alabama,AL,Chambers County,Valley,36854,32.828953,-85.169386,49554,39263,40901,2423.153275
50,1011510,Alabama,AL,Chambers County,Camp Hill,36850,32.730078,-85.570999,71026,60438,56646,41.69719615
51,1011520,Alabama,AL,Cullman County,Cullman,35057,34.23873,-86.964075,58314,49030,50015,169.126957
52,1011530,Alabama,AL,Randolph County,Woodland,36280,33.375627,-85.397439,48217,33446,42907,68.06510839
53,101901,Alabama,AL,Chambers County,Wadley,36276,33.091627,-85.527029,14741,11398,10903,47.9984
54,101910,Alabama,AL,Pickens County,Aliceville,35442,33.123686,-88.159364,28347,20997,28311,1057.617393
55,101920,Alabama,AL,Jefferson County,Odenville,35120,33.691576,-86.503766,242857,300000,25317,1.133106667
56,101930,Alabama,AL,Lee County,Auburn,36830,32.607722,-85.489545,59694,38029,60946,13447.91383
57,101940,Alabama,AL,Mobile County,Bayou La Batre,36509,30.407586,-88.263271,50047,35147,43788,519.2748136
58,101950,Alabama,AL,Jefferson County,Bessemer,35022,33.370789,-86.971596,41239,29150,38565,7625.528576
59,101960,Alabama,AL,Greene County,Boligee,35443,32.7681,-88.028579,32777,12379,58584,196.0868348
60,101970,Alabama,AL,Marion County,Brilliant,35548,34.025353,-87.769145,33353,25776,27149,334.9517462
61,101980,Alabama,AL,Shelby County,Calera,35040,33.122319,-86.745644,65576,64695,38729,2521.942894
62,101990,Alabama,AL,Pickens County,Carrollton,35447,33.261903,-88.095071,41709,27321,44007,239.6872926
63,1021006,Alabama,AL,Autauga County,Moody,35004,33.5467968,-86.4306179,45862,32942,40674,1123.83961
64,1022676,Alabama,AL,Autauga County,Birmingham,35220,33.6691522,-86.6511913,68096,66689,38318,325.5500718
65,1021026,Alabama,AL,Autauga County,Hoover,35242,33.4073199,-86.7204009,90262,71401,66042,1559.238222
66,1021036,Alabama,AL,Autauga County,Birmingham,35242,33.4007267,-86.6925733,92018,74570,65160,1035.308758
67,1021046,Alabama,AL,Autauga County,Chelsea,35043,33.3567902,-86.6754096,78399,71839,54844,641.3010013
68,1021056,Alabama,AL,Autauga County,Maylene,35114,33.2332362,-86.8499076,85122,75896,58979,959.142978
69,102106,Alabama,AL,Autauga County,Ohatchee,36271,33.7687621,-86.0372827,66000,54091,47663,1009.159632
70,1021076,Alabama,AL,Autauga County,Talladega,35160,33.4548311,-86.0680822,38882,27264,45128,922.6311462
71,1021336,Alabama,AL,Autauga County,Brent,35034,32.9533249,-87.0043466,67555,54574,61374,173.5244742
72,1021106,Alabama,AL,Autauga County,Northport,35475,33.3231423,-87.5661153,77977,74807,59517,502.9102965
73,1021116,Alabama,AL,Autauga County,Holt,35404,33.2435354,-87.4825444,37965,29413,34880,615.7445284
74,1021126,Alabama,AL,Autauga County,Tuscaloosa,35401,33.2031136,-87.5527647,24931,12361,34393,484.2604787
75,102126,Alabama,AL,Autauga County,Clanton,35045,32.8695805,-86.6588881,56638,41768,48428,1636.79996
76,1021096,Alabama,AL,Autauga County,Dadeville,36853,32.88789,-85.6951867,48421,35722,44616,1177.677057
77,102116,Alabama,AL,Autauga County,Lanett,36863,32.8580358,-85.2066713,35951,23009,38779,1174.454588
78,1021166,Alabama,AL,Autauga County,Millry,36558,31.6256633,-88.3415656,48623,40342,41443,764.841684
79,1021176,Alabama,AL,Autauga County,Arley,35541,34.0964418,-87.2271905,49046,36818,42393,680.4676136
80,1021186,Alabama,AL,Autauga County,Prattville,36067,32.4740243,-86.4597033,58180,51927,40722,510.8444983
81,1021206,Alabama,AL,Autauga County,Marbury,36051,32.6385222,-86.5148731,59061,300000,36002,341.5219868
82,1021216,Alabama,AL,Autauga County,Perdido,36562,31.1104762,-87.7868713,55216,43407,52450,291.7810769
83,1021226,Alabama,AL,Autauga County,Bay Minette,36507,30.8969612,-87.7737368,36474,24377,31702,452.1590132
84,1021236,Alabama,AL,Autauga County,Daphne,36526,30.6478335,-87.8437739,107603,97539,63498,939.7259125
85,1021246,Alabama,AL,Autauga County,Loxley,36551,30.6114771,-87.7725676,50583,41882,37860,343.6169668
86,1021256,Alabama,AL,Autauga County,Robertsdale,36567,30.5641292,-87.6870074,69996,300000,37937,178.7583046
87,1023366,Alabama,AL,Autauga County,Dixons Mills,36736,32.0620795,-87.7277351,48416,30152,50464,293.5516591
88,1021266,Alabama,AL,Autauga County,Fairhope,36532,30.5408065,-87.891618,67864,52050,64026,547.2694024
89,1021276,Alabama,AL,Autauga County,Foley,36535,30.3802759,-87.7703177,71445,58784,51329,211.8549534
90,1021286,Alabama,AL,Autauga County,Gulf Shores,36547,30.2696285,-87.637277,65583,300000,59906,202.7281904
91,1021296,Alabama,AL,Autauga County,Foley,36535,30.3798842,-87.6650569,49212,300000,21308,345.3251216
92,1021306,Alabama,AL,Autauga County,Pensacola,32506,30.4111645,-87.4511185,57395,46769,46123,525.6204634
93,1021316,Alabama,AL,Autauga County,Clayton,36016,31.6794432,-85.5577196,56947,45615,47083,215.492279
94,1021326,Alabama,AL,Autauga County,Eufaula,36027,31.92041,-85.1757409,43222,26304,47072,285.4825837
95,1021346,Alabama,AL,Autauga County,Oneonta,35121,33.8723927,-86.4590322,34855,32407,21562,501.2246477
96,1021356,Alabama,AL,Autauga County,Cleveland,35049,33.9974352,-86.544238,56385,49459,39388,488.4481825
97,102136,Alabama,AL,Autauga County,Gilbertown,36908,31.9275928,-88.3326295,53998,39956,48887,1013.526324
98,1021366,Alabama,AL,Autauga County,Blountsville,35031,34.0336235,-86.6373178,47717,30660,46395,295.2199241
99,1021376,Alabama,AL,Autauga County,Hayden,35079,33.9036637,-86.7813122,58684,47284,39926,512.8839036
100,1021386,Alabama,AL,Autauga County,Union Springs,36089,32.0821273,-85.8274935,30765,25206,26768,298.2455171
101,1021396,Alabama,AL,Autauga County,Greenville,36037,31.7968287,-86.6541421,30564,21911,23037,278.1915077
102,1021406,Alabama,AL,Autauga County,Mckenzie,36456,31.575083,-86.6086952,36333,27877,29844,404.4778807
103,1021416,Alabama,AL,Autauga County,Anniston,36201,33.6421021,-85.8410233,27581,15743,28241,298.1823412
104,1021426,Alabama,AL,Autauga County,Anniston,36207,33.6345617,-85.7901308,55336,41259,45442,493.6837654
105,1021436,Alabama,AL,Autauga County,Oxford,36203,33.6111325,-85.8764727,54371,46871,46868,251.3530992
106,1021446,Alabama,AL,Autauga County,Anniston,36201,33.6132515,-85.9253597,49509,48881,28239,359.1819583
107,1022006,Alabama,AL,Autauga County,Eclectic,36024,32.6328834,-86.0345965,51818,50579,30368,368.4510333
108,102146,Alabama,AL,Autauga County,Jackson,36545,31.3573817,-87.8407503,40352,30601,39286,386.1353965
109,1021466,Alabama,AL,Autauga County,Jacksonville,36265,33.8369688,-85.7723498,33803,13029,35858,100.2881019
110,1021476,Alabama,AL,Autauga County,Piedmont,36272,33.8952637,-85.5983598,35282,27332,29556,214.8918525
111,1021486,Alabama,AL,Autauga County,Alexandria,36250,33.7837754,-85.9002899,72487,64034,45909,566.3941522
112,1021506,Alabama,AL,Autauga County,Lafayette,36862,32.8660782,-85.4616055,45966,300000,34017,352.1625576
113,1021516,Alabama,AL,Autauga County,Lanett,36863,32.7766468,-85.2734917,38000,30130,30948,138.058378
114,1021526,Alabama,AL,Autauga County,Valley,36854,32.8362807,-85.1725763,44019,27057,50751,263.194873
115,1021536,Alabama,AL,Autauga County,Sand Rock,35983,34.1991534,-85.7578347,57239,43170,47243,573.2144311
116,1021546,Alabama,AL,Autauga County,Spring Garden,36275,34.0861716,-85.5068892,51542,300000,60348,208.3649444
117,1021196,Alabama,AL,Autauga County,Elmore,36025,32.4473511,-86.4768097,41464,35150,30951,174.3282399
118,1021566,Alabama,AL,Autauga County,Jemison,35085,32.9910458,-86.8010803,40648,33316,32761,353.5840698
119,1021576,Alabama,AL,Autauga County,Verbena,36091,32.7592425,-86.5260002,67265,46110,59481,295.7606065
120,1021586,Alabama,AL,Autauga County,Butler,36904,32.0656633,-88.2128479,55952,40705,54619,162.5942132
121,1021596,Alabama,AL,Autauga County,Thomasville,36784,31.7929013,-87.6425154,40451,36477,28494,195.891208
122,10216,Alabama,AL,Autauga County,Robertsdale,36567,30.7200267,-87.6245437,64173,45281,57389,1048.75579
123,1021606,Alabama,AL,Autauga County,Grove Hill,36451,31.6170174,-87.6979772,50714,38228,55570,370.3983285
124,1021616,Alabama,AL,Autauga County,Jackson,36545,31.5011616,-87.8723338,40592,23781,37971,300.2500931
125,1021626,Alabama,AL,Autauga County,Ashland,36251,33.1785156,-85.7815679,44628,35064,33198,165.0631848
126,1021636,Alabama,AL,Autauga County,Heflin,36264,33.6989979,-85.5727972,31459,25199,32837,452.8846457
127,1021656,Alabama,AL,Autauga County,Kinston,36453,31.2721909,-86.1506243,46792,30746,46019,202.7933989
128,102166,Alabama,AL,Autauga County,Enterprise,36330,31.3627415,-85.8358304,88951,84211,56279,1360.078197
129,1021676,Alabama,AL,Autauga County,Sheffield,35660,34.7708294,-87.6799629,51659,42586,39138,285.4936852
130,1021686,Alabama,AL,Autauga County,Tuscumbia,35674,34.7403319,-87.7337767,46357,300000,26728,178.9959797
131,1021696,Alabama,AL,Autauga County,Muscle Shoals,35662,34.7242107,-87.6264192,72532,65185,55384,606.0447978
132,1021706,Alabama,AL,Autauga County,Leighton,35646,34.774634,-87.5053473,51460,38525,36757,475.4468867
133,1021716,Alabama,AL,Autauga County,Tuscumbia,35674,34.6686652,-87.822804,44527,38139,36681,381.4901794
134,1021726,Alabama,AL,Autauga County,Castleberry,36432,31.3411108,-87.0387457,31633,28982,24289,409.278686
135,1021736,Alabama,AL,Autauga County,Rockford,35136,32.9929287,-86.0738794,33042,23325,31099,330.2200569
136,1021746,Alabama,AL,Autauga County,Andalusia,36421,31.4420655,-86.3998913,53559,300000,24136,139.0950736
137,1021756,Alabama,AL,Autauga County,Andalusia,36421,31.3443958,-86.463852,58835,41801,49863,382.1552613
138,102176,Alabama,AL,Autauga County,Muscle Shoals,35661,34.7471222,-87.6398474,61868,56246,44831,1277.268799
139,1021766,Alabama,AL,Autauga County,Opp,36467,31.3570171,-86.2401037,46327,31463,35525,174.9599595
140,1021776,Alabama,AL,Autauga County,Opp,36467,31.1810184,-86.2787253,60141,43585,50751,273.5251273
141,1021786,Alabama,AL,Autauga County,Luverne,36049,31.7244285,-86.3608435,40683,28886,35812,374.5550754
142,1021796,Alabama,AL,Autauga County,Baileyton,35019,34.2616429,-86.5683185,61900,65528,43897,195.6872098
143,1021806,Alabama,AL,Autauga County,Vinemont,35179,34.2715006,-86.8345066,53673,39630,49847,261.8569207
144,1021816,Alabama,AL,Autauga County,Cullman,35055,34.1565069,-86.8940425,63213,300000,38851,286.024105
145,1021826,Alabama,AL,Autauga County,Cullman,35055,34.2012855,-86.8254882,37893,28850,37859,205.9554381
146,1021836,Alabama,AL,Autauga County,Cullman,35055,34.117682,-86.7963608,44858,32959,41497,431.7827107
147,1021846,Alabama,AL,Autauga County,Garden City,35070,33.9980493,-86.7870516,43726,28444,38686,267.6241033
148,1021856,Alabama,AL,Autauga County,Ft Rucker,36362,31.4097368,-85.7458071,68310,59974,38238,375.9741459
149,102186,Alabama,AL,Autauga County,Evergreen,36401,31.4626914,-86.9984985,34206,16878,39063,540.0098405
150,1021866,Alabama,AL,Autauga County,Ozark,36360,31.4833011,-85.6497139,65625,49674,60856,187.2547026
151,1021876,Alabama,AL,Autauga County,Ozark,36360,31.4149425,-85.6413488,31645,31497,20477,197.0904272
152,1021886,Alabama,AL,Autauga County,Daleville,36322,31.3021556,-85.7056542,58239,61815,49004,174.7838717
153,1021896,Alabama,AL,Autauga County,Midland City,36350,31.3374977,-85.4657416,42703,33772,31328,286.3256265
154,1021906,Alabama,AL,Autauga County,Selma,36703,32.5526588,-87.0352646,65458,45588,47564,195.7925473
155,1021916,Alabama,AL,Autauga County,Selma,36701,32.4157042,-87.0280529,23614,15982,20480,265.8210744
156,1021926,Alabama,AL,Autauga County,Orrville,36767,32.3256691,-87.2191795,30567,20489,27688,321.6892907
157,1021936,Alabama,AL,Autauga County,Selma,36701,32.3277469,-86.8942838,26582,19843,18440,208.2968997
158,1021946,Alabama,AL,Autauga County,Rainsville,36986,34.5326223,-85.8630796,47226,37458,34391,509.6531557
159,1021956,Alabama,AL,Autauga County,Fyffe,35971,34.4340842,-85.9687233,41338,40569,19063,330.9922396
160,102196,Alabama,AL,Autauga County,Andalusia,36421,31.326445,-86.507274,42170,26135,46568,569.2058781
161,1021966,Alabama,AL,Autauga County,Crossville,35962,34.2571822,-86.025488,50821,54135,34788,224.3173571
162,1021976,Alabama,AL,Autauga County,Ft Payne,35967,34.3660315,-85.6964687,46422,40662,30381,396.418269
163,1021986,Alabama,AL,Autauga County,Fort Payne,35967,34.4574952,-85.635214,57662,300000,30695,218.5254164
164,1021996,Alabama,AL,Autauga County,Deatsville,36022,32.6948549,-86.2223176,55257,50235,34870,276.0537709
165,1024026,Alabama,AL,Autauga County,Eva,35621,34.3558416,-86.7007545,48190,36191,42704,322.5283854
166,1022016,Alabama,AL,Autauga County,Wetumpka,36092,32.5201384,-86.1722101,81059,49903,70277,353.6571747
167,1022026,Alabama,AL,Autauga County,Millbrook,36054,32.4977055,-86.3883595,57221,48383,41222,1103.55193
168,1022036,Alabama,AL,Autauga County,East Brewton,36426,31.0992573,-86.9105903,42831,40855,32957,197.9898108
169,1022046,Alabama,AL,Autauga County,Brewton,36426,31.190044,-87.0635248,63662,57710,42797,241.2540416
170,1022056,Alabama,AL,Autauga County,Atmore,36504,31.0717073,-87.4897027,31072,23243,22228,341.1506385
171,102206,Alabama,AL,Autauga County,Highland Home,36041,31.949642,-86.3651124,51077,47797,40234,442.9118942
172,1022076,Alabama,AL,Autauga County,Gadsden,35901,34.0476407,-86.0342629,65909,49884,54872,179.4585532
173,1022086,Alabama,AL,Autauga County,Gadsden,35904,34.0003469,-86.0427603,32898,19505,32387,142.7611271
174,1022096,Alabama,AL,Autauga County,Gadsden,35901,33.9993815,-86.010319,42144,34726,33731,398.2223811
175,1022106,Alabama,AL,Autauga County,Gadsden,35904,34.064083,-86.0661828,31929,22709,23582,263.2276568
176,1022116,Alabama,AL,Autauga County,Rainbow City,35906,33.9640619,-86.041835,50735,39380,40435,556.2117569
177,1022136,Alabama,AL,Autauga County,Attalla,35954,34.1470152,-86.0149509,59416,46048,45916,373.381964
178,1022146,Alabama,AL,Autauga County,Gadsden,35903,34.0013946,-85.9674865,24359,22809,14966,465.1501609
179,1022156,Alabama,AL,Autauga County,Fayette,35555,33.7012455,-87.8909439,40956,28972,44086,594.3064314
180,102216,Alabama,AL,Autauga County,Vinemont,35179,34.1589207,-86.9571734,52592,38743,40883,951.4714935
181,1022166,Alabama,AL,Autauga County,Berry,35546,33.6476543,-87.6143541,54116,32380,54325,240.7529871
182,1022176,Alabama,AL,Autauga County,Russellville,35653,34.5125993,-87.7533372,78787,48388,70841,211.6603107
183,1022186,Alabama,AL,Autauga County,Vina,35593,34.4392881,-88.0399565,37300,300000,28404,215.2987919
184,1022196,Alabama,AL,Autauga County,Samson,36477,31.0847817,-86.0861751,37651,27315,36312,274.2860615
185,1022206,Alabama,AL,Autauga County,Hartford,36344,31.0696505,-85.7368633,26922,20881,23141,374.0825605
186,1022216,Alabama,AL,Autauga County,Slocomb,36375,31.0860719,-85.5280322,53395,42052,42981,317.9186427
187,1022226,Alabama,AL,Autauga County,Boligee,35443,32.6861323,-87.9472665,24591,16667,25982,158.2598062
188,1022236,Alabama,AL,Autauga County,Greensboro,36744,32.6514361,-87.6504698,43686,28110,51574,343.8895268
189,1022246,Alabama,AL,Autauga County,Fort Gaines,39851,31.6127173,-85.1367411,47014,41328,37305,312.1232037
190,1022256,Alabama,AL,Autauga County,Newton,36352,31.2347868,-85.5932271,69416,53258,59746,448.5422627
191,102226,Alabama,AL,Autauga County,Cullman,35057,34.0103921,-86.9102548,62728,53463,53245,1213.321946
192,1022266,Alabama,AL,Autauga County,Dothan,36303,31.2531951,-85.4134185,58553,45033,42907,401.4213232
193,1022276,Alabama,AL,Autauga County,Dothan,36301,31.2200822,-85.4193412,57312,45442,44993,427.5532598
194,1022286,Alabama,AL,Autauga County,Dothan,36301,31.1821874,-85.3530797,66532,53439,51825,339.2180916
195,1022296,Alabama,AL,Autauga County,Dothan,36303,31.2388804,-85.3512422,34057,24260,28608,323.2233475
196,1022306,Alabama,AL,Autauga County,Webb,36376,31.268835,-85.2759901,49175,37902,46107,358.1837788
197,1022316,Alabama,AL,Autauga County,Ashford,36312,31.1644974,-85.24685,54235,42227,43566,294.7867944
198,1022326,Alabama,AL,Autauga County,Higdon,35979,34.8513417,-85.7000137,77322,45128,78600,403.5444994
199,1022336,Alabama,AL,Autauga County,Stevenson,35772,34.8863961,-85.9296764,31235,21391,27591,336.6141727
200,1022346,Alabama,AL,Autauga County,Scottsboro,35768,34.7615314,-86.0476196,50287,42093,36400,415.2827134
201,1022356,Alabama,AL,Autauga County,Scottsboro,35768,34.6633617,-86.0358725,42148,32599,35347,550.2067912
202,102236,Alabama,AL,Autauga County,Ozark,36360,31.3971308,-85.6615834,51326,42647,33653,866.0044054
203,1022366,Alabama,AL,Autauga County,Section,35771,34.5699175,-85.9716149,40859,30827,37250,401.3885281
204,1022376,Alabama,AL,Autauga County,Birmingham,35212,33.5428209,-86.752434,38145,28550,35605,218.3195664
205,1022386,Alabama,AL,Autauga County,Birmingham,35212,33.5442405,-86.7749128,30222,28006,20606,274.7912296
206,1022396,Alabama,AL,Autauga County,Birmingham,35214,33.5423337,-86.8765161,18832,16684,11537,88.33146667
207,1022406,Alabama,AL,Autauga County,Birmingham,35204,33.5261497,-86.8351469,29489,29052,15838,230.3303555
208,1022416,Alabama,AL,Autauga County,Birmingham,35212,33.553205,-86.7429805,29126,23435,18632,186.4629386
209,1022426,Alabama,AL,Autauga County,Birmingham,35212,33.5521302,-86.727676,43931,37499,31846,317.5569546
210,1022436,Alabama,AL,Autauga County,Birmingham,35202,33.5260747,-86.7830317,25675,12611,26789,242.2482416
211,1022446,Alabama,AL,Autauga County,Birmingham,35204,33.5132498,-86.8300472,30849,26300,28077,297.1736166
212,1022456,Alabama,AL,Autauga County,Birmingham,35218,33.5059585,-86.8745531,68538,43322,63552,141.8603456
213,102246,Alabama,AL,Autauga County,Selma,36701,32.4484185,-87.0509577,36740,25083,33276,1098.668639
214,1022466,Alabama,AL,Autauga County,Birmingham,35218,33.5052228,-86.9014846,33091,21929,33637,246.5934083
215,1022476,Alabama,AL,Autauga County,Birmingham,35208,33.4847637,-86.8981396,34319,30412,30305,212.4532229
216,1022486,Alabama,AL,Autauga County,Birmingham,35211,33.4859451,-86.8696926,30472,14309,46679,229.4506292
217,1022496,Alabama,AL,Autauga County,Birmingham,35204,33.5007439,-86.8270718,21753,15614,17714,311.3578801
218,1022506,Alabama,AL,Autauga County,Birmingham,35222,33.5108808,-86.7744712,51831,34771,48141,408.8145886
219,1022516,Alabama,AL,Autauga County,Birmingham,35205,33.4866689,-86.8173266,28327,23929,18744,290.2571993
220,1022526,Alabama,AL,Autauga County,Birmingham,35211,33.4806707,-86.8508677,28613,19517,37732,465.2139292
221,1022536,Alabama,AL,Autauga County,Birmingham,35213,33.5206824,-86.7260226,46565,37262,45317,614.1621046
222,1022546,Alabama,AL,Autauga County,Homewood,35209,33.4775177,-86.8149403,28720,26633,21802,439.4187826
223,1022556,Alabama,AL,Autauga County,Birmingham,35215,33.6222102,-86.6790265,45016,46009,26218,174.0246755
224,102256,Alabama,AL,Autauga County,Selma,36701,32.3660372,-87.026282,37361,25986,38026,487.1812276
225,1022566,Alabama,AL,Autauga County,Hueytown,35023,33.4525316,-87.0036566,52337,37992,49456,234.1529568
226,1022576,Alabama,AL,Autauga County,Bessemer,35020,33.4009536,-86.9632652,47506,46585,32547,137.3623734
227,1022586,Alabama,AL,Autauga County,Bessemer,35020,33.3813794,-86.9602115,21283,18646,12737,267.6587333
228,1022596,Alabama,AL,Autauga County,Fairfield,35064,33.4817033,-86.9143356,29768,27182,22343,205.0598293
229,10226,Alabama,AL,Autauga County,Silverhill,36576,30.5345606,-87.7548736,53701,44265,42398,2036.528282
230,1022606,Alabama,AL,Autauga County,Homewood,35209,33.475966,-86.7786575,142440,123075,72551,52.72730913
231,1022616,Alabama,AL,Autauga County,Mountain Brook,35213,33.4947146,-86.7636042,155368,300000,78717,122.8554401
232,1022626,Alabama,AL,Autauga County,Mountain Brook,35213,33.5124499,-86.7174833,128504,104533,85800,252.3152398
233,1022636,Alabama,AL,Autauga County,Tarrant,35217,33.5796117,-86.7705036,18813,17037,13371,135.3254667
234,1022646,Alabama,AL,Autauga County,Birmingham,35215,33.6373216,-86.6374915,66500,300000,28213,208.3891287
235,1022656,Alabama,AL,Autauga County,Trussville,35173,33.6062979,-86.5848428,70449,63764,60898,164.2842864
236,102266,Alabama,AL,Autauga County,Ft Payne,35967,34.3594477,-85.8011776,45113,31818,45884,961.087959
237,1022666,Alabama,AL,Autauga County,Trussville,35173,33.7258147,-86.5900686,80117,70762,52938,505.3290304
238,1022066,Alabama,AL,Autauga County,Gadsden,35901,34.0321863,-85.9730613,36536,23911,38627,166.795205
239,1022686,Alabama,AL,Autauga County,Kimberly,35091,33.7826093,-86.7857118,80998,70230,58272,345.7161677
240,1022696,Alabama,AL,Autauga County,Mount Olive,35117,33.6819146,-86.9203958,74951,65918,49663,478.005006
241,1022716,Alabama,AL,Autauga County,Birmingham,35215,33.6453495,-86.6958458,46171,42204,35015,337.1836541
242,1022726,Alabama,AL,Autauga County,Birmingham,35214,33.5983142,-86.8788573,50662,40369,43229,574.3325793
243,1022706,Alabama,AL,Autauga County,Gardendale,35071,33.6758356,-86.7966575,51319,42982,33344,495.7749046
244,1022746,Alabama,AL,Autauga County,Pleasant Grove,35127,33.4820282,-86.9862506,90511,73076,57912,336.8369051
245,1022756,Alabama,AL,Autauga County,Adamsville,35005,33.5764455,-86.9673879,53383,47460,34172,362.3226205
246,1022766,Alabama,AL,Autauga County,Birmingham,35206,33.5657458,-86.6703475,40281,24797,43647,388.2573215
247,1022776,Alabama,AL,Autauga County,Vestavia Hills,35243,33.4582894,-86.7384274,95153,85431,61817,243.9484253
248,1022786,Alabama,AL,Autauga County,Vestavia Hills,35216,33.4205046,-86.7859249,79077,39607,80856,399.7885504
